Speaker,Dialogue,Eng_Translation,Start_Time,End_Time,Sarcasm_Label,Audio_Clip,,,end_time
"1 Boy, Binod Sir,
1 Boy, Binod Sir,
1 Boy, Binod Sir","Eta check kore pathiye dish..., Ei to..., 
Ki holo apni ekhono dariyechen?, 
Achha, Barun Biswas er..., 
Apnak to bollam, Barun Biswas er khobor ekhon 
market e bhalo khabe na..., Khabe na?","Check it and send it., This is so..., You're still here?, 
Barun Biswas's...., 
Barun Biswas won't sell well right now., Sell?",0:48:18,0:48:11,0,Audio00303.mpeg,,,
"1 Boy, Binod Sir","Jokhon kheyeche, tokhon to kore diyechi ar notun kore
emotional kotha bolle..., Eta emotional noy?","I did it when it sold. Another emotional..., 
This isn't emotional?",0:48:10,0:48:06,0,Audio00304.mpeg,,,
1 Boy,"Emotional, kintu anek purono, notun khobor thakle din,
ami kotha dichhi kore debo, ei Shyamol, montrir
meyer biyer khoborta kintu ami korte jabo...","Yes, but very old. Give me new news. I promise to do 
it. Shyamol, I'm doing the minister's story.",0:48:06,0:48:00,0,Audio00305.mpeg,,,
2 Boy,"Na dada, ekhon oshob sombhob na, ar tachara oke
to keu chenei na, jara chinto tara to bhule geche..","No Sir, not possible right now. And who knows him? 
Those who did, have forgotten him.",0:47:59,0:47:54,0,Audio00306.mp3,,,
"Binod Sir, 2 Boy,
Binod Sir","Ekbar jodi ektu...,
Nah dada, hobe na... oboshyo apni jodi kichu
byabostha koren, amio byabostha korte pari, 
Byabostha?","This one time if you..., 
Not possible. But if you arrange something, I could 
arrange too.,  Arrange?",0:47:53,0:47:47,1,Audio00307.mp3,,,
2 Boy ,"Emni emni to ekhon kichu hoy na bujhtei parchen...
apnio kichu charun, amio dekhi ki charte pari, ajkal to
sob e lenden er byapar dada...","Nothing comes free, you see. Give me something, I'll 
see what I can give you.It is all give and take today.",0:47:46,0:47:37,1,Audio00308.mp3,,,
2 Girl,"Dekhun sobtai bujhlam, kintu sadharon manush
Barun Biswas er sathe nijeder relate korbe ki kore?",I get it but how will the common man relate to him?,0:47:36,0:47:32,0,Audio00309.mpeg,,,
Binod Sir,"Haa, kintu Barun to tader e ekjon chilo, tader hoye 
kotha bolto","But Barun was one of them,he spoke for them.",0:47:31,0:47:29,0,Audio00310.mp3,,,
2 Girl,"Frankly speaking, uni ki bolechilen seta important na,
onar mrityute kono political leader, kono boro keu, 
kono celebrity kichu bolechen ki? Then, kono social
activest...","Doesn't matterwhat he spoke off. Did any political 
leader or a celebrity speak about his death? Then... a 
social activist?",0:47:28,0:47:19,0,Audio00311.mp3,,,
"Binod Sir, 2 Girl,
Binod Sir","Naa, 
Tahole, to kichu kora jabe na mane ki korbo amra sir...,
Kintu, apnara grame giye jodi khoj khobor niten tahole,
to...","No, In that case, what can we do sir?, 
You could go to the village and ask around...",0:47:19,0:47:12,0,Audio00312.mp3,,,
2 Girl,"Haa, seta korte pari, apni ek kaj korun, apni boro kauk
dhorun, kono boro political leader, kono celebrity uni
jodi apnader ei issue tar sathe thaken, apnader sathe
thaken, taholei amra bhebe dekhte pari, otherwise the
news will not sale you know, sorry, excuse me, JD 
cup ta niye jao","Yes, we can do that, do one thing, get hold of a leader..
Or a celebrity to support your issue, then we can do it.
Otherwise the news will not be salable you know? 
Sorry,.Excuse me JD take the cup away",0:47:11,0:46:57,0,Audio00313.mpeg,,,
Saler,"Ki dadu, ki khujchen, Sunny Leon chai?",What are you looking for oldie? Want a Sunny Leone?,0:46:51,0:46:48,1,Audio00314.mpeg,,,
"Binod Sir, Saler","Barun Biswas..., Barun Biswas, k?","Barun Biswas, Who's Barun Biswas?",0:46:44,0:46:41,0,Audio00315.mpeg,,,
"Binod Sir, 3 Boy,
Binod Sir, 3 Boy","Hello, hello?..., Yeah?, Eni k?, Sorry?","Hello, hello?..., Yeah?, Who is this man?, Sorry?",0:46:29,0:46:21,0,Audio00316.mpeg,,,
"Binod Sir, 3 Boy,
Binod Sir","Eni k?, It's Che..., Haa, chele to bujhlam, kintu era k?","Who is he?, That's Che.,  
I understand, Che.But who is Che?",0:46:20,0:46:16,0,Audio00317.mpeg,,,
3 Boy,"Actually, stylithon, linkedin, piecharten, mickel riter you 
know, okay?","Actually, a style icon.He'd write and ride on a bike. 
Biker-writer you know?",0:46:15,0:46:10,0,Audio00318.mpeg,,,
"Binod Sir, 3 Boy,
Binod Sir","Barun Biswas..., Sorry?, Barun Biswas...","Barun Biswas..., Sorry?, Barun Biswas...",0:46:06,0:46:02,0,Audio00319.mpeg,,,
3 Boy,"Barun? Actually, Barun Gandhi yoo, Shima Biswas yoo
but Barun Biswas noo, sorry you man","Actually Barun Gandhi,yes. Seema Biswas, yes.Barun 
Biswas? No.Sorry old man.",0:46:01,0:45:55,0,Audio00320.mpeg,,,
Minister,"Ei, ei, ei, boshen boshen, boshen... ",Hey hey hey Sit sit sit,0:45:44,0:45:40,0,Audio00321.mpeg,,,
"Prashanto, 
Animesh","Bolchilam j, maal faal chole naki?,
Gorur gobor ar bagher chorbi chara sob e chole","Err..How about some whisky?,
Anything apart from cow-dung and tiger's fat.",0:45:37,0:45:32,1,Audio00322.mpeg,,,
"Minister,
Prashanto,
Animesh","Apni amader bollei parten amader songe dekha 
korben, amra nijeraai chole jetam, bujhlen ki na?,
Soda na jol?, Bajare haathi ele, kuttai to tere ashe...","Could've told us you wanted to meet, we'd go see 
you. Got it?, Soda or Water?, 
If a Elephant enters a market only a dog run to 
confront it",0:45:29,0:45:22,1,Audio00323.mpeg,,,
Prashanto,"Ei, ei nin, gota gota, apni ekdom matal puro ekdom, 
haa?",Take the bottle! You're a massive drunkard it seems!,0:45:16,0:45:13,1,Audio00324.mpeg,,,
Animesh,"Barun Biswas k keno marli? Marlen keno? Asole mukh
ta dekhlei kemon.. mone hoy, keno marlen Barun 
Biswas k?","You swine... why did you kill Barun Biswas? Sorry. His 
face is so similar to that of a pig you see. Why did you 
kill Barun Biswas?",0:45:11,0:45:02,0,Audio00325.mpeg,,,
Prashanto,Ami? Ami kothay...,I? I haven't...,0:45:01,0:45:00,0,Audio00326.mpeg,,,
Minister,"Na, o ki kore janbe, o kichu jane na, o to amar shona 
bhai, kono kichu proman hoy ni, shei jonno jamin hoye 
geche, shei jaminn upolokkhe amra ekta jalsha dichhi,
bujhlen ki na? ","How will he know? How will he know? He's my sweet 
little bro! Nothing could be proved. So he got a bail.
We're throwing a party to celebrate the bail, got it?",0:45:00,0:44:52,1,Audio00327.mpeg,,,
"Prashanto,
Animesh,
Minister,
Animesh, 
Minister, 
Prashanto","Haa, haa, haa..., Chelegulo boyan paltalo keno?,
Haaa?, Chelegulo, boyan paltalo keno?, Keno?,
Ami jani na, ora jane...","Yes, Yes, Yes..., 
Why did the boys change the statement?, 
What? What happened?, 
Why did the boys change the statement?, Why?, 
I don't know. They might've.",0:44:51,0:44:44,0,Audio00328.mpeg,,,
Animesh,"Haa, tui to abar shona bhai, jane to amar baap... abar
tui tu kari kore felchi, sorry, sorry...","You're the bloody sweet brother. My father should 
know! I'm abusing again.I'm sorry.",0:44:43,0:44:38,1,Audio00329.mpeg,,,
"Prashanto,
Minister, 
Animesh, 
Minister","Haa, haa, khan..., 
Ei, ei, ei, dekho dekho dekho, ei porlo..., Jah, oito..., 
Ei mafler ta ba, mafler ta na...","Eat., There! Going to fall, Shit, Not the muffler!",0:44:35,0:44:26,1,Audio00330.mpeg,,,
Prashanto,"Ami, ami, ami dekhchi, ei, ar kothay legeche",I'll clean it. Let me see.,0:44:26,0:44:19,0,Audio00331.mpeg,,,
"Animesh,
Prashanto,
Minister","Paye, paye poreche kothao..., Paye? koi nei to..., 
Paye","My foot. , Foot? Where?, Foot",0:44:18,0:44:14,0,Audio00332.mpeg,,,
Animesh,"Sorry, sorry...
mutbo...","Sorry!
Need to pee!",0:44:10,0:43:58,0,Audio00333.mpeg,,,
"Minister, 
Animesh","Dekhiye de, Dekhate hobe na, ota pari, kintu kothay? ","Show him, I know how to pee. But where?",0:43:57,0:43:54,1,Audio00334.mpeg,,,
"Prashanto, 
Animesh","Ashun, eikhan theke soja giye deyal geshe kore nin, 
aste, Jah...","Come straight and do it on the wall. Okay?, Oh no...",0:43:53,0:43:48,0,Audio00335.mpeg,,,
Prashanto,"Daran, daran daran ami kuriye dichhi khuchro kothay 
ar, khucho poysa,
ei brishti porche taratari.... eta ki korchen?","Wait I'll pick it up. Where did it go? One rupee. Yes.It's 
raining. Make it fast! What are you doing!",0:43:47,0:43:35,0,Audio00336.mpeg,,,
Animesh,"Eit marle patkel, patkel marle khanka, khanka marle
tana... bujhli? Ehbaba, mukhe kore fellam naki? Asole 
tor mukhta eto.... abar tui tu kari korchi, sorry...","Brick for a brick.Stone for a stone. Got it you swine? 
Holy cow! Did I pee on your face? Oh no! Actually 
your face is so idiotic... abusing again, sorry.",0:43:34,0:43:12,1,Audio00337.mpeg,,,
"Prashanto,
Animesh","Poysa..., 
Ota tor kachei rakh, saban kinte kaje lagbe, bola to
jaye na kokhon abar mukhe pak tak lege jaye...","The coins., 
Keep them. Buy a soap with that, never know when 
you stain your face.",0:43:11,0:43:04,1,Audio00338.mpeg,,,
Binod Sir,"Barun, tomay keu chinlo na Barun, kader jonne eshob
korte gele?",Barun! No one remembers you.Who did you fight for?,0:42:24,0:42:17,0,Audio00339.mpeg,,,
"Barun Biswas
(Mastarda)","Barun Biswas ra karor jonne kichu kore na Sir. Anek 
gulo jong dhora lohar moddhe jokhon, ekta toloyar
beriye thake, setakei sommaner songe tule dhorte hoy,
ar shei attosommantar naame hochhe Barun Biswas.
Ekta kotha sobaike bojhan sir, people deserve
government, j desher manush jemon hoy, se desher
ainesrinkholao thik temon e hoy, ar taI manushkei
bodlate hobe","A Barun Biswas doesn't do anything for anyone. When 
a shining sword peeps out from a dump of rusted iron..
It needs to be held high with respect. And that 
self-respect is called Barun Biswas. Explain this to 
everyone sir.People deserve government. The law and 
order of a nation depends on how its people are. So, 
people themselves need to change.",0:42:16,0:41:51,0,Audio00340.mpeg,,,
Binod Sir,"Exactly, bodlate hobe manushkei...",Exactly! People will have to change.,0:41:50,0:41:47,0,Audio00341.mpeg,,,
"Barun Biswas
(Mastarda)","Shetai j boddo kothin kaj sir, bhoy to sob more ache,
barite boshe Shakespeare aorabe, Coward's die, Many
times before their death, cheleke rochona sekhabe,
annay j kore, ar annay j sohe, tobo grina jeno tare 
trinosomodoy, honestyr kotha bolbe, edike office e
giye thik karor na karor promotion kheye nebe. Etai 
sobhab sir, mojjay mojjay dhuke geche, parben na sir,
Barun Biswas k dekheo bujhte parchen na...","That's a very hard job sir. All are crumpled in fear.
They'll gab Shakespeare sitting at home,'Cowards die 
many times before their death.' They'll teach their kids, 
'to do or take injustice, both are both hateful.' Promote
honesty but go grab someones promotion at work.
This is the nature. It is in the veins. You can't do it sir. 
Doesn't Barun Biswas's fate explain it?",0:41:46,0:41:16,0,Audio00342.mpeg,,,
Binod Sir,"Achha, oi morche dhora lohar gadai jodi purono amoler
kono ishpagter sondhan paowa jaye, ha...","And what if one finds a shining age old piece of steel 
in that rusted dump of irons?",0:41:15,0:41:09,0,Audio00343.mpeg,,,
"Barun Biswas
(Mastarda)","Best of luck sir, good night","Best of luck sir, good night",0:41:07,0:41:04,0,Audio00344.mpeg,,,
Animesh,"Good night, Mr.Bachhan, ki dekhchen? Sauce er daag
maal er sathe chaat khete giye pore gelo, ah.. dekhlen 
to etokhon jao ektu somman tomman pachhilam, 
maaler naam shunei, koma bodle aloo boma, jai hok,
anek raat holo, suye porun Mr.Bachhan, tobe jeta 
bollam seta mone rakhben, people  deserve 
government, apni jeno ki ekta bolchilen, jong dhora 
lohar majhe purono jamanar ishpat, choli...","Goodnight Mr.Bachhan. What? Just a sauce stain. Was 
having somesnacks with alcohol. It fell.All the respect 
you just gave me vanished when you smelt alcohol?
Anyway. Pretty late. Go sleep Mr.Bachhan. But 
remember what I said,people deserve government.
And what were you saying? An old piece of steel in 
the rusted dump? See you.",0:40:57,0:40:02,1,Audio00345.mpeg,,,
"1 Police,
Minister","Dada, ota Haran er matha,
Geche, bhaloi hoyeche, mathay gobor chara to kichu
chilo na, Madhu, Anup, Shamal","Dada, it was Haran's head.,
Good it is gone.There was only cow-dung in it.
Madhu, Anup, Shamal..",0:39:34,0:39:27,1,Audio00346.mpeg,,,
"Everyone, 
Minister, 1 Police,
Minister, 2 Police","Ha dada, ha dada, Ki kore holo?, Sudhu ekta kop..., 
Case ta ki?, 
Case ta ekhon amader haate kothay dada? case to 
ekhon oi... ","Yes dada, How did it happen?, Just one hit, 
What's the case?, 
Is the case in our hands anymore? It is in his hands 
now...",0:39:27,0:39:18,0,Audio00347.mpeg,,,
"Minister, 3 Police ","Ta ja oke giye bol, dak..., 
Pagol naki dada? Sedin thanay khub keliyechilo, eta 
open area kothay chitke fitke...","Then go call him, call...,
Are we crazy? That day's thrashing! This is an open 
area...",0:39:15,0:39:09,0,Audio00348.mpeg,,,
"Prashanto,
Minister","Ei, dada bolche jete pachhish na? Chopa korchish 
mukhe, chopa chol ja... ja...,
Prashanto ja bolche, tai kor","Listen to Dada! Arguing huh? Go call him.. Go...,
Listen to Proshanto!",0:39:08,0:39:01,0,Audio00349.mpeg,,,
2 Police ,"Amader ekhon anek kaj dada, oii... ",We've a lot of work to do Dada. Let's go...,0:39:00,0:38:58,0,Audio00350.mpeg,,,
Minister,"Ta chol bhai, amrai jai",Then let's go ourselves,0:38:52,0:38:49,0,Audio00351.mpeg,,,
"Animesh,
Minister","Kal raate eto beshi hoyeche, ghono ghono bathroom 
hochhe, sokaleo, jag ge, Haradhoner pachti chele 
roilo baki chaar, janen to...,
Mane?","Last night's alcohol is coming out even now. Five son's 
of Haradhon, four remain, know that? ,
As in?",0:38:45,0:38:37,1,Audio00352.mpeg,,,
Animesh,"Laash er pocket e chilo, oh, er thekeo beshi 
interesting byapar hochhe, ei dekhun, gola ta emon 
bhabe keteche j, tar duto o nikhut bhabe kata poreche, 
Barunk eibhabei marte partish to, sorry parten to...","Found it in the body's pocket. And... a far more 
interesting thing! See. The wires have been cut off as 
impeccably as the head. Could've killed Barun in the 
same way. Sorry. Don't mean it...",0:38:34,0:38:17,0,Audio00353.mpeg,,,
Minister,"Ki jata bokchen, amra Barunk marini, eishob jagoron
moncher maalgulor kaj, amader naame rotano hochhe,
amra kichu kori ni, bujhlen ki na? Amader choto korar 
jonno ei shob rotano hochhe","What nonsense! We didn't kill Barun. The platform of
awakening people have done it. They're putting the 
blame on uis. We didn't do anything. Trying to put
us down",0:38:16,0:38:05,0,Audio00354.mpeg,,,
"Animesh,
Minister","Apnar ta bujhi khub choto?,
Ann, apni na bhishon bilodabil kotha bolen","Is your down?,
You alwayas speak below the belt.",0:38:05,0:37:59,0,Audio00355.mpeg,,,
Animesh,"Sudhu bilodabil kotha boli na, bilodabil kajo kori, jag ge
sunun, ektu sabdhane thakben, Barun er khuner 
pichone jader naam chilo tar moddhe ei maal ta ekta, 
baki Ranajit, Makhan, Shekhar, Haran er moddhe 
Haranta bhoge mayer ki baper jani na, otoyeb 
Haradhoner pachti chele roilo baki charr, khub chap, 
khhub chap... shore shore...
jah, ish, ajkal soja angule biscuit othe na, Arun babu,
Haran jedin khun hon sedin apni kothay chilen?","Not only spek, I work below the belt too. Anyway. Be 
safe, those who's name came up in Barun's murder, 
he's one of them. Other's are Ronojit, SHekhar, 
Makhan, Haran. Haran's gone. Don't know who took
him. Hence, Haradhoan's five sons, remain onoly four.
Terrible tension! Loads of tension! Give way please.
Oh no! Even biscuits are difficult these days! Mr. Arun,
where were you the day Haran was killed?",0:37:59,0:37:21,0,Audio00356.mpeg,,,
Arun ,"Keno bolbo? Amar bhai jedin mara jaye, tar chaardin 
baade enquiry shuru holo, ar ekjon mastan mara 
jaowar porerdin e apni chute chole elen","Why will I say? The enquiry began four days after 
Barun died. Right after a goon dies you're at it? ",0:37:21,0:37:15,0,Audio00357.mpeg,,,
Animesh,"Aste aste, mastan fastan bolben na, oportola theke
kota phone esche janen, Haraner moto ekjon 
somajshebi, more jaowa ta ki chratikhani byapar?","Quiet! Don't call him a goon! Know how manhy phone
calls came for a social worker like Haran?  He dies... ",0:37:15,0:37:04,1,Audio00358.mpeg,,,
Nikhil,"Somjshebi? Haa, somajer shebai korto","Social worker? Sure, it was the society be served.",0:37:04,0:37:00,1,Audio00359.mpeg,,,
Animesh,"J jemon bhabe dekhe, sokole to shree krishna k
bhogobaan mone kore, kintu keu keu bole 
characterless haa, apnara Haraner murder case er
investigation ta dhottober moddhe anen na, kintu ota 
amar kache kortyobyo, tai arekbar jigesh korchi, Arun
babu kal raate apni kothay chilen?","Perspectives. People say Lord Krishna is God. Some 
sqay he is characterless. You don't give importance to 
the investigation of this murder. But it's my duty. So i
ask again, where were you last night?",0:37:00,0:36:44,1,Audio00360.mpeg,,,
"Arun, Animesh","Barite, chatro porai tai kore baritei chilam,
Ei grame chatroder poriye songshar chole apnar?","At home. I teach, so was home after that.,
And that gets you by in this village?",0:36:44,0:36:36,0,Audio00361.mpeg,,,
"Arun, Animesh,
Binod Sir","Ekta choto byabsha ache, electric er,
Kisher byabsha? Sotti bolchen?, 
Apni ki Arun k sondeho korchen?","I've a small electricity business.,
What business? Are you saying the truth?,
Are you suspecting Arun?",0:36:35,0:36:28,0,Audio00362.mpeg,,,
Animesh,"Haa, etai to mushkil, ami apnakeo sondeho korchi, 
Mr.Bachhan, Kingshuk babu, Nikhil babu, 
Durgotinashini prottkke sondeho korchi, ei special 
branch er officer de songe premikader ekta odbhut mil
ache, dujonei sondehobatik hohoho, ekhon amar mora
baba jodi ekhane uposthit thakto ami takeo sondeho 
kortam, apni to kolkatar ekta school e poraten, hotath
kore ei dhardhere gobindopure elen keno?","That's the problem. I'm suspecting you too Mr.Bachhan.
Mr. Nikhil, Mr. Kingshuk, the demon slayer Goddess,
suspecting all of you. Weird similarity between special 
branch officers and girlfriends. Both are extremely 
suspicious! Would've suspected my dead dad too... a 
teacher in Kolkata, why come to this forgotten village?
No one owns this village, I don't need permission.",0:36:26,0:35:59,1,Audio00363.mpeg,,,
"Binod Sir,
Animesh, Durga","Gramta to karur baper noy j se bole debe tobe ami 
shei grame jabo, Tao thik, 
To oder sobaikke to dekhtei pachhen chokher samne,
dhorte pachhen na?","No one owns this village, I don't need permission., 
True., 
You have them in front of you, can't get hold of them?",0:35:55,0:35:46,0,Audio00364.mpeg,,,
Animesh,"Chokher samne to anek kei dekhte pachhi, sobaike
ar dhorte parchi koi",I have a lot of people in front of me.,0:35:40,0:35:34,1,Audio00365.mpeg,,,
Binod Sir,"Ami choli amar school er deri hoye jachhe, jaowar
age ekta kotha bole jai, Arun ei kaj korte pare na,
manusher mongoler jonne, somajer mongoler jonne,
or jiboner ja broto...","But can one catch hold of everyone? I'm getting late for 
school. Let me tell you one thing Arun can't do this. 
Hisphilosophy for people, for life,",0:35:33,0:35:24,0,Audio00366.mpeg,,,
Animesh,"Ek minute, gyan deben to? Ekhon somoy nei, pujor 
chutite ashbo","One minute! Another lecture? No time now. See you in 
Puja holidays.",0:35:24,0:35:18,0,Audio00367.mpeg,,,
Binod Sir,"Tomra ektu sabdhane thakbe, ei lokta ki korbe bojhe 
jachhe na, jar ja bhabna nije nije bhabbe, onner opore
nirbhor korar kono proyojon nei, okay?","Be safe, you guys. Can't size this man up. Keep your 
thoughts to yourself. There's no need to depend on 
others. Okay?",0:35:16,0:35:08,0,Audio00368.mpeg,,,
"Arun, Animesh","Ashun...,
Dadu ekta question chilo kichu mone korben na","Bye..., Grandpa one question, dont mind",0:35:07,0:34:59,0,Audio00369.mpeg,,,
Binod Sir,Mone kore kono labh ache?,does it matter if i do?,0:34:58,0:34:57,0,Audio00370.mpeg,,,
"Animesh,
Binod Sir","Nah ta nei, tahole kori? Apnar babar naamta ki?, 
Why?","Not really, what is your father name?, Why?",0:34:36,0:34:45,0,Audio00371.mpeg,,,
Animesh,"Y' na 'H' 'H' 'H' for Hardhon, Hardhoner pachti chele 
roilo baki chaar, ei j, oi spot e porechilo, k bolun to? 
Haa, Arun, Barun na Kiranmala...","Not 'Y'. An 'H'. 'H' for Haradhon. Haradhon's five sons,
remain only four. Here, found it at the crime spot. Who 
could it be? Arun Barun? Or all of them?",0:34:44,0:34:26,0,Audio00372.mpeg,,,
"Minister,
Mastarmoshai,
Minister","Nomoshkar,
Ashun ashun, nomoshkar, apnara boshun boshun, ha 
bolchilam ektu cha, coffee..., Are na na...","Namashkar, Pls sit, tea or coffee, Pls dont bother",0:34:24,0:34:17,0,Audio00373.mpeg,,,
Prashanto,"Dhatt, cha khawabe, chayer dokane eschi naki j cha, 
coffee khawabe,kothay etogulo almari royeche, pipe
fiper koyekta botol rekhe deben, sat kore mere debo,
kaj hobe, enjoy hobe haa..","Tea? Is this a tea shop? So many almirahs, take out a 
bottle. Will finish it in no time!",0:34:17,0:34:11,0,Audio00374.mpeg,,,
"Minister,
Mastarmoshai","Ahh Prshanto, kajer kothay ashi, mastarmoshai oi
porshu amader partyr gono sommelon, bujhlen ki na?,
Haa...","
Let's talk work. We have a Party Meet day after., Yes...",0:34:11,0:34:04,0,Audio00375.mpeg,,,
"Minister,
Mastarmoshai","To ami thik korechi j ei school e sommelonta korbo
bujhlen ki na?,
Kintu porshu j school e kotogulo test royeche","So, I decided to set it up here in the school.,
But day after tommorow if have a lot of tests",0:34:03,0:33:57,0,Audio00376.mpeg,,,
Prashanto ,"Haa, to tate ki hoyeche? test fest pichiye din porshur
jaygay torshu hobe, any poblem?","So what postpone it to the next day? Is there a problem 
in that?",0:34:04,0:33:53,0,Audio00377.mpeg,,,
Binod Sir,"Problem ache. Political partyr sommeloner jonne 
school bondho thakbe, eta to mene neowa jaye na","Yes there is a problem, scholol closed for a political 
party meet?",0:33:52,0:33:44,0,Audio00378.mpeg,,,
Mastarmoshai,"Ahh, Binod babu apni abar er bhetore kotha bolchen
keno?",Binod babu why are u getting into this,0:33:43,0:33:41,0,Audio00379.mpeg,,,
Binod Sir,"Dorkar porle kotha boltei hoy, kotogulo political 
hooligans tara eshe school bondho kore debe, ar seta
mante hobe?","Have to if needed! Some political hooligans will come 
and close the school, we'll accept it?",0:33:41,0:33:36,0,Audio00380.mpeg,,,
Mastarmoshai,"Ahh, apni kake ki bolchen? Uni amader school er 
porichalon somitir sobhapoti","You know who he is? The chairman of our school 
commitee",0:33:35,0:33:31,0,Audio00381.mpeg,,,
"Binod Sir,
Prashanto, 
Mastarmoshai,
Prashanto","Shikkhagoto joggoto class 1?, Oi, oi, toke sa..., 
Are, are ki korchen ki?, Mere debo...","With an educational qualification of what class 1?,
You i will, What are you doing?, I will kill you!",0:33:29,0:33:21,1,Audio00382.mpeg,,,
Minister,"Na na na , Bhai bhai bhai, notun mastarmoshai, bhalo 
sommelon porshui hobe, ei school ei hobe, bujhlen ki 
na? Choli... ay Prashanto...","Brother! New teacher? My foot! The Meet happens 
here. And in this school! Got it? Bye.Come Proshanto.",0:33:21,0:32:53,0,Audio00383.mpeg,,,
"Animesh,
Binod Sir","Apnar hobe, apni anek boro hoben life e anek...,
Dhurr, ami egochhi, 
","You will have a good life, I'm leaving,  ",0:32:47,0:32:43,1,Audio00384.mpeg,,,
Animesh,"Are na na, boshun na, boshun na ki bolchilen bolun na,
ki bochilen?","Pls sit, dont leave",0:32:42,0:32:41,0,Audio00385.mpeg,,,
Binod Sir,"Bole labh ta ki? Apnar chokh laal hoye geche mathay
kichu thakbe?","Whats the use, ur eyes burned will something ever 
enter ur brain",0:32:41,0:32:38,0,Audio00386.mpeg,,,
Animesh,"Na na oshob apni bhabben na, mone jokhon esche, 
bole din, bollei mone hobe anekkhon chapar pore 
pechhap korlen, na mane halka holen","Don't worry. Just say, now that you've thought of it. 
Once you say it you'll feel like you've peed after a long 
wait. I mean you'll feel lighter.",0:32:38,0:32:30,0,Audio00387.mpeg,,,
Binod Sir,"Ora naki amader school e sommelon korbe bolche, tai
kalke school chuti, achha manusher sikkha labher j
nunnyotomo odhikar seta tader theke kere nichhe, 
manushke to golam banate chaiche...","They're doing a Meet in our school. So school's closed 
tomorrow.Snatching away thebirth right to education! 
We're becoming slaves!-",0:32:27,0:32:19,0,Audio00388.mpeg,,,
"Animesh, 
Binod Sir","Sir Ashutosh, Banglar Tiger apni ashun, mairi bolchi
mane ei maal chuye bolchi j apnar ei gyan bhoirobi
sunlei na amar folofola sob take uthe jaye,
Ainer rokkhok...","Sir Ashutosh! Bengali Tiger! Go home! I swear... I swear 
on my drink... the moment you startwith your lecture 
ballads,all my senses stop working!,
Pls stop  him",0:32:19,0:32:05,1,Audio00389.mpeg,,,
Animesh,"Na ami kichu noi, kichu noi, sommelon atkate giye 
jeche bawaal nao, bash keno jhare, ay amar...","I'm none of that. Get into a brawl trying to stop the 
Meet! Stupid enough to get into it intentionally...",0:32:05,0:31:57,1,Audio00390.mpeg,,,
"Binod Sir,
Animesh","Besh, apni boshe mod khan, ami atkabo,
Atkaben, chipi ache? Chipi...","Fine sit and drink, I will stop them,
How do you have a chipi",0:31:55,0:31:50,1,Audio00391.mpeg,,,
Minister,"Nomoshkar, amader shobhapoti, oh seta to ami nijei, 
uchho podoshtho bishishto nitrobindo ... dur dur jayega 
theke agoto protinidhibrindo, hello hello hello, ","Espected Chairman, oops! That's me! I have with me 
our dear Minister and our... representative who has 
come all the way from... Hello!",0:31:49,0:31:36,1,Audio00392.mpeg,,,
Binod Sir,"Esho esho esho tomra bhetore esho, jao class e jao, 
jao class e jao","Come on children, get in. Come, go to your classes.
Come boys!",0:31:35,0:31:30,0,Audio00393.mpeg,,,
Prashanto,"Ei ei ei chaal bhugg bhugg, ei chaal sala, bhugg sala
bero ekhan theke, ei bohut bereche na tor, bohut 
bereche na, chaal bhugg, bhugg bhugg sala bhugg...
dada...",Push them out! Get lost you guys!,0:31:27,0:31:07,0,Audio00394.mpeg,,,
Minister,"Hello hello hello, ha, ei sommeloner mul j bishoy seta
holo committee nirbachon, sobai jela porishod, ekekta
sonar tukro.. tara, tara oi asche...","Hello! Yes. The main topic in today's Meet is the 
Committee election. Our golden future! Those little 
kids... they... There they come!",0:31:05,0:30:53,0,Audio00395.mpeg,,,
Everyone,"Tomar alo amar alo, hyajak jalo hyajak jalo",light to u light to us,0:30:52,0:30:50,0,Audio00396.mpeg,,,
"Prashanto's 
Friend,
Minister","Tomar alo amar aaa...
dada...,
Jaa","light to u light to us...
brother...,
ya",0:30:47,0:30:34,0,Audio00397.mpeg,,,
"Animesh,
Prashanto","Cholo cholo cholo, chol...,
Are, apni amader cheleder baron korchen keno? 
Meeting cholche to...","Come on. Run. Move!,
Throwing our boys out? Meeting is going on",0:30:33,0:30:25,0,Audio00398.mpeg,,,
Animesh,"Ki? Dadak bhalo mondo sekhash na keno setao ki 
police er kaj? Sokoler samne marlam ota korte hoy,
ota hochhe ginek... thik kore nish","What? Why don't you teach your Dada anything? Police 
will do that too? Beat you publicly, that's a gimmick.
Idiot.Fix it.",0:30:22,0:30:11,1,Audio00399.mpeg,,,
Minister,Apni amar bhaike marlen?,You hit my brother?,0:30:00,0:30:00,0,Audio00400.mpeg,,,
Animesh,"Marini bachalam, aj ekhane sommelon ta korben na 
dada...","No, saved him.Don't do the Meet here Dada.",0:29:59,0:29:55,0,Audio00401.mpeg,,,
Minister,"Keno? Ami ei school er sobhapoti, ami ekhane 
sommelon fommelon, meeting feeting ja khushi tai 
korte pari","Why? I'm the chairman here, I can do Meets or 
whatever I wish!",0:29:55,0:29:49,0,Audio00402.mpeg,,,
